Model Year,Division,Carline,Eng Displ,# Cyl,City FE,Hwy FE,Comb FE
2021,Cadillac,ESCALADE 2WD,6.2,8,14,20,16
2021,Cadillac,ESCALADE 2WD,6.2,8,15,20,17
2021,Chevrolet,SUBURBAN 2WD,3.0,6,21,27,23
2021,Chevrolet,SUBURBAN 2WD,5.3,8,15,20,17
2021,Chevrolet,SUBURBAN 2WD,5.3,8,16,20,18
2021,Chevrolet,SUBURBAN 2WD,6.2,8,14,20,16
2021,Chevrolet,SUBURBAN 2WD,6.2,8,15,20,17
2021,Chevrolet,TAHOE 2WD,3.0,6,21,28,24
2021,Chevrolet,TAHOE 2WD,5.3,8,15,20,17
2021,Chevrolet,TAHOE 2WD,5.3,8,16,20,18
2021,Chevrolet,TAHOE 2WD,6.2,8,14,20,16
2021,Chevrolet,TAHOE 2WD,6.2,8,15,20,17
2021,Chevrolet,TRAVERSE FWD,3.6,6,18,27,21
2021,Dodge,Durango RWD,3.6,6,19,26,21
2021,Dodge,Durango RWD,5.7,8,14,22,17
2021,Ford,EXPEDITION 2WD,3.5,6,17,23,19
2021,Ford,EXPEDITION MAX 2WD,3.5,6,17,23,19
2021,Ford,EXPLORER HEV RWD,3.3,6,27,28,27
2021,Ford,EXPLORER RWD,2.3,4,21,28,24
2021,Ford,EXPLORER RWD,2.3,4,21,28,24
2021,Ford,EXPLORER RWD,3.0,6,18,26,21
2021,GMC,ACADIA FWD,2.0,4,22,29,25
2021,GMC,ACADIA FWD,2.5,4,21,27,23
2021,GMC,ACADIA FWD,3.6,6,19,27,22
2021,GMC,YUKON 2WD,3.0,6,21,27,23
2021,GMC,YUKON 2WD,5.3,8,15,20,17
2021,GMC,YUKON 2WD,5.3,8,16,20,18
2021,GMC,YUKON 2WD,6.2,8,14,20,16
2021,GMC,YUKON 2WD,6.2,8,15,20,17
2021,GMC,YUKON XL 2WD,3.0,6,21,27,23
2021,GMC,YUKON XL 2WD,5.3,8,15,20,17
2021,GMC,YUKON XL 2WD,5.3,8,16,20,18
2021,GMC,YUKON XL 2WD,6.2,8,14,20,16
2021,GMC,YUKON XL 2WD,6.2,8,14,20,16
2021,HYUNDAI MOTOR COMPANY,Palisade FWD,3.8,6,19,26,22
2021,INFINITI,QX80 2WD,5.6,8,14,20,16
2021,Jeep,Grand Cherokee 4X2,3.6,6,19,26,21
2021,Jeep,Grand Cherokee L 4X2,3.6,6,19,26,21
2021,Lincoln,AVIATOR RWD,3.0,6,18,26,21
2021,Lincoln,NAVIGATOR 2WD,3.5,6,16,22,18
2021,Lincoln,NAVIGATOR L 2WD,3.5,6,16,21,18
2021,NISSAN,ARMADA 2WD,5.6,8,14,19,16
2021,TOYOTA,4RUNNER 2WD,4.0,6,16,19,17
2021,TOYOTA,SEQUOIA 2WD,5.7,8,13,17,15
2021,Volvo Cars of North America LLC,XC90 FWD,2.0,4,21,30,25
2021,Aston Martin Lagonda Ltd,DBX V8,4.0,8,14,18,15
2021,Audi,Q7,2.0,4,19,23,21
2021,Audi,Q7,3.0,6,18,23,20
2021,Audi,Q8,3.0,6,18,23,20
2021,Audi,RS Q8,4.0,8,13,19,15
2021,Audi,SQ7,4.0,8,15,21,17
2021,Audi,SQ8,4.0,8,15,21,17
2021,Bentley,Bentayga,4.0,8,15,24,18
2021,Bentley,Bentayga,6.0,12,12,18,14
2021,BMW,ALPINA XB7,4.4,8,15,21,17
2021,BMW,X5 M,4.4,8,13,18,15
2021,BMW,X5 M Competition,4.4,8,13,18,15
2021,BMW,X5 M50i,4.4,8,16,22,18
2021,BMW,X5 xDrive40i,3.0,6,21,25,23
2021,BMW,X6 M,4.4,8,13,18,15
2021,BMW,X6 M Competition,4.4,8,13,18,15
2021,BMW,X6 M50i,4.4,8,16,22,18
2021,BMW,X6 xDrive40i,3.0,6,21,25,23
2021,BMW,X7 M50i,4.4,8,15,21,17
2021,BMW,X7 xDrive40i,3.0,6,19,24,21
2021,Buick,ENCLAVE AWD,3.6,6,17,25,20
2021,Cadillac,ESCALADE 4WD,3.0,6,20,26,22
2021,Cadillac,ESCALADE 4WD,6.2,8,13,19,16
2021,Cadillac,ESCALADE 4WD,6.2,8,14,19,16
2021,Chevrolet,SUBURBAN 4WD,3.0,6,20,26,22
2021,Chevrolet,SUBURBAN 4WD,5.3,8,15,19,16
2021,Chevrolet,SUBURBAN 4WD,5.3,8,15,19,17
2021,Chevrolet,SUBURBAN 4WD,6.2,8,13,19,16
2021,Chevrolet,SUBURBAN 4WD,6.2,8,14,19,16
2021,Chevrolet,TAHOE 4WD,3.0,6,20,26,22
2021,Chevrolet,TAHOE 4WD,5.3,8,15,20,17
2021,Chevrolet,TAHOE 4WD,5.3,8,16,20,18
2021,Chevrolet,TAHOE 4WD,6.2,8,13,19,16
2021,Chevrolet,TAHOE 4WD,6.2,8,14,19,16
2021,Chevrolet,TRAVERSE AWD,3.6,6,17,25,20
2021,Dodge,Durango AWD,3.6,6,18,25,21
2021,Dodge,Durango AWD,5.7,8,14,22,17
2021,Dodge,Durango SRT AWD,6.2,8,12,17,13
2021,Dodge,Durango SRT AWD,6.4,8,13,19,15
2021,Ford,EXPEDITION 4WD,3.5,6,17,22,19
2021,Ford,EXPEDITION MAX 4WD,3.5,6,16,21,18
2021,Ford,EXPLORER AWD,2.3,4,20,27,23
2021,Ford,EXPLORER AWD,2.3,4,20,27,23
2021,Ford,EXPLORER AWD,3.0,6,18,24,20
2021,Ford,EXPLORER FFV AWD,3.3,6,16,23,19
2021,Ford,EXPLORER HEV AWD,3.3,6,23,26,25
2021,Ford,EXPLORER TIMBERLINE AWD,2.3,4,19,23,21
2021,GENESIS,GV80 AWD,2.5,4,21,25,22
2021,GENESIS,GV80 AWD,3.5,6,18,23,20
2021,GMC,ACADIA AWD,2.0,4,22,27,24
2021,GMC,ACADIA AWD,3.6,6,19,26,21
2021,GMC,YUKON 4WD,3.0,6,20,26,22
2021,GMC,YUKON 4WD,5.3,8,15,20,17
2021,GMC,YUKON 4WD,5.3,8,16,20,18
2021,GMC,YUKON 4WD,6.2,8,13,19,16
2021,GMC,YUKON 4WD,6.2,8,14,19,16
2021,GMC,YUKON XL 4WD,3.0,6,20,26,22
2021,GMC,YUKON XL 4WD,5.3,8,15,19,16
2021,GMC,YUKON XL 4WD,5.3,8,15,19,17
2021,GMC,YUKON XL 4WD,6.2,8,13,19,16
2021,GMC,YUKON XL 4WD,6.2,8,14,19,16
2021,HYUNDAI MOTOR COMPANY,Palisade AWD,3.8,6,19,24,21
2021,INFINITI,QX80 4WD,5.6,8,13,19,15
2021,INFINITI,QX80 4WD,5.6,8,13,19,15
2021,Jeep,Grand Cherokee 4X4,3.6,6,18,25,21
2021,Jeep,Grand Cherokee 4X4,5.7,8,14,22,17
2021,Jeep,Grand Cherokee L 4X4,3.6,6,18,25,21
2021,Jeep,Grand Cherokee L 4X4,5.7,8,14,22,17
2021,Jeep,Grand Cherokee SRT 4x4,6.4,8,13,19,15
2021,Jeep,Grand Cherokee Trackhawk 4x4,6.2,8,11,17,13
2021,Lamborghini,Urus,4.0,8,12,17,14
2021,Land Rover,Defender 110,2.0,4,17,20,18
2021,Land Rover,Defender 110 MHEV,3.0,6,17,22,19
2021,Land Rover,Defender 90,2.0,4,18,21,19
2021,Land Rover,Defender 90 MHEV,3.0,6,17,22,19
2021,Land Rover,Discovery,2.0,4,19,22,21
2021,Land Rover,Discovery MHEV,3.0,6,18,24,21
2021,Land Rover,Range Rover,3.0,6,22,28,24
2021,Land Rover,Range Rover,5.0,8,16,21,18
2021,Land Rover,Range Rover LWB,5.0,8,16,21,18
2021,Land Rover,Range Rover LWB SVA,5.0,8,13,19,15
2021,Land Rover,Range Rover MHEV,3.0,6,18,23,20
2021,Land Rover,Range Rover Sport,3.0,6,22,28,24
2021,Land Rover,Range Rover Sport,5.0,8,17,22,19
2021,Land Rover,Range Rover Sport MHEV,3.0,6,19,24,21
2021,Land Rover,Range Rover Sport SVR,5.0,8,15,20,16
2021,Land Rover,Range Rover SVA,5.0,8,14,19,16
2021,LEXUS,GX 460,4.6,8,15,19,16
2021,LEXUS,LX 570,5.7,8,12,16,14
2021,LEXUS,RX 450h AWD,3.5,6,31,28,30
2021,LEXUS,RX 450h L AWD,3.5,6,29,28,29
2021,Lincoln,AVIATOR AWD,3.0,6,17,24,20
2021,Lincoln,NAVIGATOR 4WD,3.5,6,16,20,17
2021,MASERATI,LEVANTE,3.0,6,16,22,18
2021,MASERATI,LEVANTE GTS,3.8,8,13,20,16
2021,MASERATI,LEVANTE S,3.0,6,16,22,18
2021,MASERATI,LEVANTE TROFEO,3.8,8,13,20,16
2021,Mercedes-Benz,AMG G 63,4.0,8,13,16,14
2021,Mercedes-Benz,AMG GLE 53 4MATIC+,3.0,6,18,22,19
2021,Mercedes-Benz,AMG GLE 53 4MATIC+ (coupe),3.0,6,18,23,20
2021,Mercedes-Benz,AMG GLE 63 S 4MATIC+,4.0,8,15,19,16
2021,Mercedes-Benz,AMG GLE 63 S 4MATIC+ (coupe),4.0,8,15,19,17
2021,Mercedes-Benz,AMG GLS 63 4MATIC+,4.0,8,14,18,16
2021,Mercedes-Benz,G 550,4.0,8,17,19,18
2021,Mercedes-Benz,GLE 450 4MATIC,3.0,6,21,26,23
2021,Mercedes-Benz,GLE 580 4MATIC,4.0,8,17,22,19
2021,Mercedes-Benz,GLS 450 4MATIC,3.0,6,20,24,21
2021,Mercedes-Benz,GLS 580 4MATIC,4.0,8,16,21,18
2021,Mercedes-Benz,GLS 600 4MATIC Maybach,4.0,8,15,19,16
2021,NISSAN,ARMADA 4WD,5.6,8,13,18,15
2021,NISSAN,ARMADA 4WD,5.6,8,13,18,15
2021,Porsche,Cayenne,3.0,6,19,23,20
2021,Porsche,Cayenne Coup,3.0,6,19,23,20
2021,Porsche,Cayenne GTS,4.0,8,15,19,17
2021,Porsche,Cayenne GTS Coupe,4.0,8,15,19,17
2021,Porsche,Cayenne S,2.9,6,18,22,20
2021,Porsche,Cayenne S Coup,2.9,6,18,22,19
2021,Porsche,Cayenne Turbo,4.0,8,15,19,17
2021,Porsche,Cayenne Turbo Coup,4.0,8,15,19,17
2021,Subaru,ASCENT AWD,2.4,4,21,27,23
2021,Subaru,ASCENT LIMITED/TOURING AWD,2.4,4,20,26,22
2021,TOYOTA,4RUNNER 4WD,4.0,6,16,19,17
2021,TOYOTA,4RUNNER 4WD,4.0,6,16,19,17
2021,TOYOTA,HIGHLANDER HYBRID AWD,2.5,4,35,35,35
2021,TOYOTA,HIGHLANDER HYBRID AWD LTD/PLAT,2.5,4,35,34,35
2021,TOYOTA,LAND CRUISER WAGON 4WD,5.7,8,13,17,14
2021,TOYOTA,SEQUOIA 4WD,5.7,8,13,17,14
2021,Volkswagen,Atlas 4Motion,3.6,6,16,22,18
2021,Volvo Cars of North America LLC,XC90 AWD,2.0,4,19,28,22
2021,Volvo Cars of North America LLC,XC90 AWD,2.0,4,20,28,23
